бибире;545;"Белозерская ул.,3А, 3Б, 5, 9;Корнейчука ул.,16, 18, 20.";"Белозерская ул., 7в помещении школы №1682(499)206-82-00";"Белозерская ул., 7в помещении школы №1682(499)206-82-00";
бибире;546;"Белозерская ул.,9А, 9Б, 11;Корнейчука ул.,22, 24.";"Белозерская ул., 13в помещении школы №964(499)206-24-88";"Белозерская ул., 13в помещении школы №964(499)206-24-88";
бибире;547;"Белозерская ул.,11А, 11Б, 17А, 17Б;Корнейчука ул.,26.";"Белозерская ул.,15в помещении школы №1413(499)206-32-00";"Белозерская ул.,15в помещении школы №1413(499)206-32-00";
бибире;548;"Белозерская ул.,17, 19, 21, 23;Корнейчука ул.,30, 32, 34.";"Белозерская ул.,15в помещении школы №1413(499)206-33-47";"Белозерская ул.,15в помещении школы №1413(499)206-33-47";
бибире;549;"Лескова ул.,17, 17А, 19, 21, 23, 23Б, 25, 25Б.";"Белозерская ул., 13в помещении школы №964(499)206-24-88";"Лескова ул., д.25А, в помещении школы-интерната ГОУ Московского среднего специального училища олимпийского резерва № 4 им. А.Я.Гомельского(499)206-80-72";
бибире;550;"Корнейчука ул.,54, 54А, 56, 58, 58А, 58В.";"Лескова ул., д.25А, в помещении школы-интерната ГОУ Московского среднего специального училища олимпийского резерва № 4 им. А.Я.Гомельского(499)206-97-84";"Лескова ул., д.25А, в помещении школы-интерната ГОУ Московского среднего специального училища олимпийского резерва № 4 им. А.Я.Гомельского(499)206-97-84";
бибире;551;"Корнейчука ул.,44, 46, 48, 48А, 50, 52.";"Корнейчука ул., 52Ав помещении школы №332(499)206-90-74";"Корнейчука ул., 52Ав помещении школы №332(499)206-93-70";
бибире;552;"Корнейчука ул.,36, 36А, 36Б, 38, 38А, 42.";"Корнейчука ул., 52Ав помещении школы №332(499)206-90-74";"Корнейчука ул., 52Ав помещении школы №332(499)206-90-74";
бибире;553;"Корнейчука ул.,33, 33А, 37, 39, 41А.";"Корнейчука ул., 37Ав помещении школы №954(499)207-03-14";"Корнейчука ул., 37Ав помещении школы №954(499)207-03-14";
бибире;554;"Корнейчука ул.,41, 43, 47,49.";"Корнейчука ул., 37Ав помещении школы №954(499)206-93-01";"Корнейчука ул., 37Ав помещении школы №954(499)206-93-01";
бибире;555;"Корнейчука ул.,51, 51Б, 55, 59, 59А.";"Корнейчука ул., 55АВ помещении центра детского (юношеского) технического творчества Пилот(499)207-58-26";"Корнейчука ул., 55АВ помещении центра детского (юношеского) технического творчества Пилот(499)207-58-26";
бибире;556;"Плещеева ул.,26, 28, 30.";"Плещеева ул., 26Ав помещении школы №755(499)902-76-90";"Плещеева ул., 26Ав помещении школы №755(499)902-28-20";
бибире;557;"Плещеева ул.,18, 18 к.2, 20, 22, 22А, 24.";"Плещеева ул., 26Ав помещении школы №755(499)902-76-90";"Плещеева ул., 26Ав помещении школы №755(499)902-76-90";
бибире;558;"Плещеева ул.,5, 12, 14, 14А, 16.";"Коненкова ул., 4Ав помещении школы №960т.(499)205-41-92";"Коненкова ул., 4Ав помещении школы №960т.(499)205-41-92";
бибире;559;"Плещеева ул.,3, 6, 6А, 8, 10.";"Коненкова ул., 4Ав помещении школы №960т.(499)207-12-22";"Коненкова ул., 4Ав помещении школы №960т.(499)207-12-22";
бибире;560;"Плещеева ул.,1;Пришвина ул.,17, 19, 21, 23.";"Коненкова ул., 4Ав помещении школы №960т.(499)205-41-10";"Коненкова ул., 4Ав помещении школы №960т.(499)205-41-10";
бибире;561;"Коненкова ул.,4, 4Б, 6, 8.";"Коненкова ул., 8Ав помещении школы №180т.(499)206-94-66";"Коненкова ул., 8Ав помещении школы №180т.(499)207-67-24";
бибире;562;"Коненкова ул.,6А;Плещеева ул.,7, 7В, 9, 11В.";"Коненкова ул., 8Ав помещении школы №180т. (499)206-94-66";"Коненкова ул., 8Ав помещении школы №180т. (499)207-88-41";
бибире;563;"Коненкова ул.,8В, 10, 12А;Лескова ул.,28 к.1;Плещеева ул.,11, 15В к.1, 15В к.2.";"Коненкова ул., 10Ав помещении школы №245т.(499)207-89-32";"Коненкова ул., 10Ав помещении школы №245т.(499)206-75-21";
бибире;564;"Лескова ул.,30, 30 к.1;Плещеева ул.,13, 15, 15А, 15Б.";"Коненкова ул., 10Ав помещении школы №245т. т.(499)207-89-32";"Коненкова ул., 10Ав помещении школы №245т. т.(499)207-45-03";
бибире;565;"Коненкова ул.,12, 14, 16,18;Лескова ул.,26.";"Коненкова ул., 10Ав помещении школы №245т. т.(499)207-89-32";"Коненкова ул., 10Ав помещении школы №245т. т.(499)207-14-91";
бибире;566;"Мурановская ул.,4 к.1;Пришвина ул.,9/2, 10, 11, 13, 13Б.";"Мурановская ул., 4Ав помещении школы №1412(499)207-39-83";"Мурановская ул., 4Ав помещении школы №1412(499)207-39-83";
бибире;567;"Коненкова ул.,5, 7, 9, 11, 13;Пришвина ул.,15/1.";"Мурановская ул., 4Ав помещении школы №1412т.(499)207-84-47";"Мурановская ул., 4Ав помещении школы №1412т.(499)207-84-47";
бибире;568;"Коненкова ул.,11Б, 11В;Мурановская ул.,4, 6.";"Мурановская ул., 4Ав помещении школы №1412т.(499)206-14-38";"Мурановская ул., 4Ав помещении школы №1412т.(499)206-14-38";
бибире;569;"Коненкова ул.,15, 17, 19, 19А, 19В, 21, 15 к.1";"Мурановская ул., 8Бв помещении школы №255т.(499)206-40-16";"Мурановская ул., 8Бв помещении школы №255т.(499)206-40-16";
бибире;570;"Коненкова ул.,15В, 19Г, 21А;Мурановская ул.,8.";"Мурановская ул., 8Бв помещении школы №255т.(499)207-40-01";"Мурановская ул., 8Бв помещении школы №255т.(499)207-40-01";
бибире;571;"Коненкова ул.,23, 23Б, 23В;Мурановская ул.,10.";"Мурановская ул., 10Вв помещении школы №255 (нач.кл.)т.(499)207-91-88";"Мурановская ул., 10Вв помещении школы №255 (нач.кл.)т.(499)207-91-88";
бибире;572;"Лескова ул.,20, 22;Мурановская ул.,12,12А";"Мурановская ул., 10Вв помещении школы №255(499)207-89-44";"Мурановская ул., 10Вв помещении школы №255(499)207-89-44";
бибире;573;"Мурановская ул.,3, 7;Пришвина ул.,3, 7/1.";"Шенкурский пр., д.4Ав помещении школы №139(499)207-82-46";"Шенкурский пр., д.4Ав помещении школы №139(499)207-82-46";
бибире;574;"Алтуфьевское шоссе,74;Мурановская ул.,7Б;Шенкурский пр.,2.";"Шенкурский пр., д.4Ав помещении школы №139(499)207-40-38";"Шенкурский пр., д.4Ав помещении школы №139(499)207-40-38";
бибире;575;"Алтуфьевское шоссе,78;Шенкурский пр.,4.";"Шенкурский пр., д.4Ав помещении школы №139, 1-й этаж(499)206-58-58";"Шенкурский пр., д.4Ав помещении школы №139(499)206-58-58";
бибире;576;"Шенкурский пр.,6, 6Б, 8Б, 10, 10Б, 10В.";"Шенкурский пр., 8Ав помещении школы №249т.(499)909-72-41";"Шенкурский пр., 8Вв помещении школы №249т.(499)909-72-41";
бибире;577;"Мурановская ул.,9, 11, 13, 13Б, 15, 17.";"Шенкурский пр., 8Ав помещении школы №249т.(499)909-72-41";"Шенкурский пр., 8Ав помещении школы №249т.(499)908-94-10";
бибире;578;"Мурановская ул.,17Б, 19, 19Б, 21, 21А.";"Лескова ул., 8Ав помещении школы №254т.(499)909-80-66";"Лескова ул., 8Ав помещении школы №254т.(499)909-80-66";
бибире;579;"Лескова ул.,10, 10А, 10Б, 10В, 12.";"Лескова ул., 8Ав помещении школы №254т.(499)909-80-38";"Лескова ул., 8Ав помещении школы №254т.(499)909-80-38";
бибире;580;"Лескова ул.,6, 6А, 8;Шенкурский пр.,12А.";"Лескова ул., 8Ав помещении школы №254т. (499)909-80-38";"Лескова ул., 8Ав помещении школы №254т. (499)909-80-65";
бибире;581;"Алтуфьевское шоссе,82;Шенкурский пр.,8, 11.";"Шенкурский пр., 9в помещении школы №388т.(499)909-15-98";"Шенкурский пр., 15в помещении школы №953т.(499)908-94-17";
бибире;582;"Алтуфьевское шоссе,86;Шенкурский пр.,12, 14.";"Шенкурский пр., 15в помещении школы №953(499)908-94-21";"Шенкурский пр., 15в помещении школы №953(499)908-94-21";
бибире;583;"Лескова ул.,3А, 5, 9, 9А, 9Б.";"Лескова ул., 7в помещении центра детского и юношеского творчества Бибиревот.(499)909-50-48";"Лескова ул., 7в помещении центра детского и юношеского творчества Бибиревот.(499)909-50-48";
бибире;584;"Алтуфьевское шоссе,88, 92 с кв.№431 по кв. №602 (6,7 под.);Лескова ул.,3.";"Лескова ул., 3 к.3в помещении школы №758т.(499)908-64-05";"Лескова ул., 3 к.3в помещении школы №758т.(499)908-64-05";
бибире;585;"Алтуфьевское шоссе,92 скв.№ 1 по кв. №258 (1-3 под.), 96";"Алтуфьевское ш., 94в помещении школы №241т.(499)908-68-88";"Алтуфьевское ш., 94в помещении школы №241т.(499)908-68-88";
бибире;586;"Алтуфьевское шоссе,100, 102Б.";"Алтуфьевское ш., 94в помещении школы №241т.(499)908-68-88";"Алтуфьевское ш., 94в помещении школы №241т.(499)908-94-13";
бибире;3166;"Алтуфьевское шоссе,92 скв.№ 259 по кв. №430 (4-5 под.)";"Алтуфьевское ш., 94в помещении школы №241т.(499)908-68-88";"Алтуфьевское ш., 94в помещении школы №241т.(499)908-52-90";
бибире;3259;"Костромская ул.,3";"Костромская ул., 3, корп. 3в помещении Родильного дома № 11,т.(499)206-26-38";"Костромская ул., 3, корп. 3в помещении Родильного дома № 11,т.(499)206-26-38";
бутырc;587;"Бутырская ул., 2/18, 4, 6, 84, 86, 86А, 86Б;Савеловская линия ул., 22.";"Новодмитровская Б., 63,Колледж по подготовке социальных работников №16(499)760-89-67";"Новодмитровская Б., 63,Колледж по подготовке социальных работников №16";
бутырc;588;"Добролюбова ул.,9/11, 11А;Добролюбова пр., 5, 5А, 7, 9, 11;Руставели ул., 4 (к. 1, 2), 6 (к.5. 6), 6А (к.1, 2, 3), 8 (к. 1, 2), 8Б, 10 (к.2, 3, 4), 12/7 (к. А, Б).";"Яблочкова ул., 3,ДЮСШ № 86(495)610-08-45";"Яблочкова ул., 3,Детская юношеская спортивная школа № 86";
бутырc;589;"Гончарова ул., 1/6, 3;Руставели ул., 1/2, 3 (к.2, 3, 5, 6, 7);Яблочкова ул., 4, 6А, 15, 19.";"Яблочкова ул., 3,ДЮСШ № 86(495)610-08-45";"Яблочкова ул., 3,Детская юношеская спортивная школа № 86";
бутырc;590;"Фонвизина ул., 2/14, 2А, 4, 4А, 4Б, 6, 6А, 6Б, 8, 8Б, 10, 10А, 12, 12А;Яблочкова ул., 8, 10А, 12.";"Яблочкова ул., 10,СОШ № 1236(495)610-92-40";"Яблочкова ул., 10,Школа № 1236";
бутырc;591;"Гончарова ул., 5, 5А, 7, 7А, 9, 11, 13, 13 (к.1), 13Б, 15, 17 (к.1, 2, 3, 4).";"Гончарова ул., 15Б,СОШ № 250(495)618-06-79";"Гончарова ул., 15Б,Школа № 250";
бутырc;592;"Гончарова ул., 17А (к.1, 2, 3, 4), 17Б, 17В;Добролюбова ул., 21, 21А (к.А, Б), 23, 25, 25А (к.1, 2), 27, 27А;Фонвизина ул., 14, 16/29.";"Гончарова ул., 15Б,СОШ № 250(495)618-07-89";"Гончарова ул., 15Б,Школа № 250";
бутырc;593;"Гончарова ул., 6, 6Б, 8/13, 19, 19А;Добролюбова ул.,15/21, 17, 19, 19А;Руставели ул., 9, 9А (к.1, 2), 13/12 (к.1, 2), 15.";"Добролюбова ул., 14,СОШ № 252(495)618-77-03";"Добролюбова ул., 14,Школа № 252";
бутырc;594;"Добролюбова ул., 18, 20, 20/25;Огородный пр., 17, 19, 21, 21А (к.А, Б), 23, 25/20;Руставели ул., 15А, 15Б, 17, 17А, 19.";"Добролюбова ул., 14,ГОУ СОШ № 252(495)619-99-35";"Добролюбова ул., 14,Школа № 252";
бутырc;595;"Милашенкова ул., 10, 10А, 12Б, 12В, 12Г,12Д.";"Милашенкова ул., 10В,СОШ № 968(495)639-51-15";"Милашенкова ул., 10В,Школа № 968";
бутырc;596;"Яблочкова ул., 21, 21 (к.2), 23 (к.2, 3), 25 (к.3, 4).";"Яблочкова ул., 10,СОШ № 1236(495)639-05-05";"Яблочкова ул., 10,Школа № 1236";
бутырc;597;"Яблочкова ул., 29Б, 29 (к.4), 31 (к.3, 4), 31Г.";"Яблочкова ул., 35Г,ГОУ СОШ № 963(495)639-36-83";"Яблочкова ул., 35Г,Школа № 963";
бутырc;598;"Яблочкова ул., 35, 35А, 35Б, 37Б, 37Г.";"Яблочкова ул., 35Г,СОШ № 963(495)639-36-84";"Яблочкова ул., 35Г,Школа № 963";
бутырc;599;"Яблочкова ул., 37, 37А, 37В, 41А, 41Б, 43В.";"Яблочкова ул., 35Г,СОШ № 963(495)639-36-70";"Яблочкова ул., 35Г,Школа № 963";
бутырc;600;"Милашенкова ул.,16, 18, 20, 22;Яблочкова ул., 45, 47.";"Яблочкова ул., 43,Библиотека № 82(495)610-39-03";"Яблочкова ул., 43,Библиотека № 82";
бутырc;601;"Милашенкова ул., 13 (к.1, 2, 3), 15, 17, 19;Яблочкова ул., 26 (к. 1, 2),28 (к. 1, 2), 30, 30А, 32, 34.";"Милашенкова ул., 9Б,СОШ № 230(495)610-92-35";"Милашенкова ул., 9Б,Школа № 230";
бутырc;602;"Фонвизина ул., 7, 9 (к. 1), 11;Яблочкова ул., 16,18,18 (к.3, 4), 20 (к.2), 22 (к.1, 2, 3), 24 (к.1, 2).";"Милашенкова ул.,7А,Медицинское училище №17(495)610-89-12";"Милашенкова ул.,7А,Медицинское училище №17";
бутырc;603;"Милашенкова ул., 1, 3 (к.3, 4), 5 (к.2), 7 (к.3), 9 (к.1, 2), 9А, 11 (к.1, 2);Фонвизина ул., 13, 15.";"Милашенкова ул., 9Б,СОШ № 230(495)610-06-01";"Милашенкова ул., 9Б,Школа № 230";
бутырc;3167;"Яблочкова ул., 21, 23, 25, 27 (к. 2), 29, 29А, 31.";"Яблочкова ул., 35Г,СОШ № 963(495)639-36-78";"Яблочкова ул., 35Г,Школа № 963";
бутырc;3168;"Яблочкова ул.,41, 43, 43А, 43Б, 49.";"Яблочкова ул., 43,Библиотека № 82(495)610-39-03";"Яблочкова ул., 43,Библиотека № 82";
бутырc;3169;"Милашенкова ул.,10, 12, 12А;Яблочкова ул.,36.";"Милашенкова ул., 10В,СОШ № 968(495)639-51-08";"Милашенкова ул., 10В,Школа № 968";
лианоз;604;"Байдукова ул., 9, 10, 10 (стр. 3), 11, 11 (стр. 4), 14-16, 19, 24, 26;улица Белякова, 1, 1 стр. 1, 1 стр. 2, 3, 3/18, 4, 7, 8, 9-18, 20, 24, 27-29, 29;Водопьянова ул., 1 (к. 1), 1 (к. 2), 2, 3 (к. 1), 3 (к. 2), 3 (к. 3), 5, 13;Вокзальная ул., 3;Громова ул., 6, 7;Зональная ул., 3 стр. 1, 5, 5 стр.1, 14;Каманина ул., 1, 3, 3-5, 6-8, 8-10, 11-13 стр. 3;Кренкеля ул., 2, 2 стр.1, 4, 6-8 стр. 3, 6-8 стр. 8, 10, 10 стр. 3;Леваневского ул., 1, 2, 2-4, 3 стр. 4, 4, 6-8, 15 стр. 3, 13, 16, 16/6;Молокова ул., 1, 1 стр. 1, 1б, 1б (к. 1), 1-б, 3а, 3-а, 14 стр.1, 16, 17-19, 18 стр. 5, 21-23, 22, 24, 25, 25-27, 26, 29, 33, 39;Набережная ул., 10 стр. 1, 10 стр. 2;Псковская ул., 5 (к. 1), 5 (к. 3), 5 (к. 4), 7 (к. 1), 9 (к. 1) 9 (к. 2);Слепнёва ул., 3, 12-14, 13-15, 15, 20, 21-23, 25, 25-27, 29, 37-39;Фёдорова ул., 1, 5 стр. 2;Чкалова ул. 8, 15 стр. 2;Ширшова ул., 2, 15;Шмидта ул., 2-4 стр. 2, 7, 8, 9, 10, 10 стр. 1, 18, 18 стр. 2, 19, 22, 27, 42, 44, 44 стр. 1";"Псковская ул., 11,гимназия № 1573,тел. (499)501-13-27";"Псковская ул., 11,гимназия № 1573,тел. (499)501-13-30";
лианоз;605;"Псковская ул., 6, 10 (к. 1), 12 (к. 1)";"Псковская ул., 12 (к. 3),центр образования № 1490,тел. (499)908-15-71";"Псковская ул., 12 (к. 3),центр образования № 1490,тел. (499)908-15-77";
лианоз;606;"Псковская ул., 2 (к. 1), 2 (к. 2), 4, 12 (к. 2)";"Псковская ул., 12 (к. 3),центр образования № 1490,тел. (499)908-15-71";"Псковская ул., 12 (к. 3),центр образования № 1490,тел. (499)908-15-81";
лианоз;607;"Абрамцевская ул., 9 (к. 2), 9 (к. 3), 11 (к. 1), 11 (к. 2);Угличская ул., 15 (к. 1); 18, 19, 20, 21";"Угличская ул., 17,школа № 1051,тел. (499)908-94-53";"Угличская ул., 17,школа № 1051,тел. (499)209-11-51";
лианоз;608;"Абрамцевская ул., 7, 9 (к. 1), 11 (к. 3), 24";"Угличская ул., 17,школа № 1051,тел. (499)908-94-53";"Угличская ул., 17,школа № 1051,тел. (499)908-06-15";
лианоз;609;"Абрамцевская ул., 14;Новгородская ул., 19, 19 (к. 1);Череповецкая ул., 5/14, 7, 9/17";"Новгородская ул., 21а,центр образования № 1430,тел. (499)909-34-01";"Новгородская ул., 21а,центр образования № 1430,тел. (499)200-07-00";
лианоз;610;"Абрамцевская ул., 14 (к. 1), 16б, 18, 20";"Новгородская ул., 21а,центр образования № 1430,тел. (499)909-34-01";"Новгородская ул., 21а,центр образования № 1430,тел. (499)909-34-01";
лианоз;611;"Абрамцевская ул., 22;Новгородская ул., 21, 23, 27, 33";"Новгородская ул., 21а,центр образования № 1430,тел. (499)909-34-01";"Новгородская ул., 21а,центр образования № 1430,тел. (499)209-21-00";
лианоз;612;"Абрамцевская ул., 24 (к. 1);Новгородская ул., 31, 34, 35 (к. 1), 35 (к. 2), 37";"Алтуфьевское шоссе 97 (к. 3),центр образования № 166,тел. (499)908-94-47";"Алтуфьевское шоссе 97 (к. 3),центр образования № 166,тел. (499)200-04-20";
лианоз;613;"Алтуфьевское шоссе, 97, 97 (к. 1), 97 (к. 2);Новгородская ул., 36, 38";"Алтуфьевское шоссе 97 (к. 3),центр образования № 166,тел. (499)908-94-47";"Алтуфьевское шоссе 97 (к. 3),центр образования № 166,тел. (499)200-82-54";
лианоз;614;"Алтуфьевское шоссе, 95б;Новгородская ул., 30";"Новгородская ул., дом № 24 (к. 1),школа № 219,тел. (499)908-22-77";"Новгородская ул., дом № 24 (к. 1),школа № 219,тел. (499)200-77-46";
лианоз;615;"Алтуфьевское шоссе, 93, 93 (к. 1);Новгородская ул., 22, 22 (к. 1), 24, 26;Череповецкая ул., 11/20, 13, 15";"Новгородская ул., 24 (к. 1),школа № 219,тел. (499)908-22-77";"Новгородская ул., 24 (к. 1),школа № 219,тел. (499)200-43-50";
лианоз;616;"Новгородская ул., 11, 13, 14, 14 (к. 2), 16, 16 (к. 1);Череповецкая ул., 22, 24";"Новгородская ул., 12,школа № 655,тел. (499)908-94-54";"Новгородская ул., 12,школа № 655,тел. (499)908-94-54";
лианоз;617;"Абрамцевская ул., 12;Новгородская ул., 11 (к. 2), 13 (к. 1);Череповецкая ул., 14, 16";"Новгородская ул., 12,школа № 655,тел. (499)908-94-54";"Новгородская ул., 12,школа № 655,тел. (499)209-37-83";
лианоз;618;"Абрамцевская ул., 6, 8, 8а;Новгородская ул., 5, 5 (к. 1), 7, 7 (к. 1)";"Новгородская ул., 7а,Строительный колледж № 12 отделение Лианозово,тел. (499)209-49-47";"Новгородская ул., 7а,Строительный колледж № 12 отделение Лианозово,тел. (499)209-49-47";
лианоз;619;"Алтуфьевское шоссе, 89, 89а, 91, 91 (к. 1)";"Новгородская ул., 8,школа № 1416,тел. (499)209-42-23";"Новгородская ул., 8,школа № 1416,тел. (499)209-44-22";
лианоз;620;"Алтуфьевское шоссе, 85, 85а, 87, 87 (к. 1), 87 (к. 3);Новгородская ул., 10, 10 (к. 1)";"Новгородская ул., 8,школа № 1416,тел. (499)209-42-23";"Новгородская ул., 8,школа № 1416,тел. (499)209-42-23";
лианоз;621;"Алтуфьевское шоссе, 83;Илимская ул., 5, 5б, 8/2, 10, 12;Новгородская ул., 4";"Новгородская ул., 6,школа № 1122,тел. (499)209-09-15";"Новгородская ул., 6,школа № 1122,тел. (499)209-09-15";
лианоз;622;"Абрамцевская ул., 2, 2 (к. 2), 4, 4 (к. 1), (к. 2);Илимская ул., 4, 6;Новгородская ул., 3 (к. 1);";"Новгородская ул., 6,школа № 1122,тел. (499)209-09-15";"Новгородская ул., 6,школа № 1122,тел. (499)209-16-43";
лианоз;623;"Абрамцевская ул., 1;Илимская ул., 2";"Угличская ул., дом № 6а,центр образования № 1449,тел. (499)908-99-27";"Угличская ул., дом № 6а,центр образования № 1449,тел. (499)908-99-27";
лианоз;624;"Абрамцевская ул., 3б;Илимская ул., 2 (к. 1);Угличская ул., 2, 4, 6";"Угличская ул., 6а,центр образования № 1449,тел. (499)908-99-27";"Угличская ул., 6а,центр образования № 1449,тел. (499)909-00-22";
лианоз;625;"Абрамцевская ул., 3, 5;Угличская ул., 6 (к. 2);Череповецкая ул., 12";"Череповецкая ул., 10а,школа № 266,тел. (499)200-70-00";"Череповецкая ул., 10а,школа № 266,тел. (499)200-37-88";
лианоз;626;"Череповецкая ул., 4, 4 (к. 1), 4 (к. 2), 6, 6б, 8, 10";"Череповецкая ул., 10а,школа № 266,тел. (499)200-70-00";"Череповецкая ул., 10а,школа № 266,тел. (499)200-70-01";
лианоз;3170;"Абрамцевская ул., 3а";"Абрамцевская ул., 1,ГУП ДЭЗ района Лианозово"",тел. (499)200-7335";"Абрамцевская ул., 1,ГУП ДЭЗ района Лианозово"",тел. (499)200-7335";
лианоз;3260;"Абрамцевская ул., 35";"Абрамцевская ул., 35,Реабилитационный центр для инвалидов,тел. (499)200-10-10";"Абрамцевская ул., 35,Реабилитационный центр для инвалидов,тел. (499)200-00-38";
лоcино;627;"Летчика Бабушкина ул., 32 (к.1,2), 36,38 (к.1),40,42;Изумрудная ул.,9, 13 (к.2).";"Изумрудная ул., 13, к. 3,СОШ № 298,(499)184-59-03";"Изумрудная ул., 13, к. 3,школа № 298,(499)184-59-03";
лоcино;628;"Изумрудная ул., 2/12, 4, 6, 7, 8, 12, 14, 16/11;Менжинского ул., 10;Шушенская ул., 7, 9;Янтарный пр., 1/8, 3, 5, 7, 9, 11, 15.";"Изумрудная ул., 13, к. 3,СОШ № 298,(499)184-57-48";"Изумрудная ул., 13, к. 3,школа № 298,(499)184-57-76";
лоcино;629;"Изумрудная ул., 11, 13(к.1), 20, 22, 24 (к.2), 26;Шушенская ул., 12;Янтарный пр., 17,19, 21, 25(к.1,2), 27.";"Изумрудная ул., 13, к. 3,СОШ № 298,(499)184-57-58";"Изумрудная ул., 13, к. 3,школа № 298,(499)184-57-58";
лоcино;630;"Анадырский пр, 19/2, 21, 25 (к.1,2), 27, 29, 31/1;Коминтерна ул., 22 (к.1,2), 26, 26 (к.2, 2а), 28, 30, 32/5;Шушенская ул., 3 (к.1, 2).";"Янтарный пр., 2,СОШ № 1381,(499)184-72-79";"Янтарный пр., 2,школа № 1381,(499)184-72-79";
лоcино;631;"Анадырский пр, 35, 37, 39 (к.1,2), 41, 43;Коминтерна ул., 34/6, 36, 40, 42, 46, 48/5;Минусинская ул., 1, 3;Шушенская ул., 2, 4.";"Янтарный пр., 2,СОШ № 1381,(499)184-59-60";"Янтарный пр., 2,школа № 1381,(499)184-59-60";
лоcино;632;"Изумрудная улица, 28 (к.1,2), 32,36;Минусинская ул., 8, 9, 10, 11, 12, 14;Янтарный пр., 29, 31, 33, 35/7.";"Коминтерна ул., 52,СОШ № 1778, (495)474-62-37";"Коминтерна ул., 52,школа № 1778,(495)474-62-37";
лоcино;633;"Анадырский пр., 45/2, 47 (к. 1);Минусинская ул., 4, 6.";"Коминтерна ул., 52,СОШ № 1778, (495)474-57-82";"Коминтерна ул., 52,школа № 1778,(495)474-57-82";
лоcино;634;"Анадырский пр., 47 (к.2, 3), 49;Коминтерна ул., 21/2, 54 (к.1, 2, 3);Малыгина ул., 1, 1 (к.2).";"Коминтерна ул., 52,СОШ 1778,(495)475-32-17";"Коминтерна ул., 52,школа № 1778,(495)475-32-17";
лоcино;635;"Изумрудная ул., 38, 40, 42, 44, 46 (к.1, 2, 3);Минусинская ул., 16;Норильская ул., 1, 3, 5.";"Норильская ул., 4,СОШ № 762,(495)474 -40-56";"Норильская ул., 4,школа № 762,(495)474-40-56";
лоcино;636;"Изумрудная ул.,48 (к.2);Коминтерна ул., 33 (к.2);Малыгина ул., 3, 3(к.2, 3);Норильская ул., 6.";"Норильская ул., 4,СОШ № 762,(495)474-79-24";"Норильская ул., 4,школа № 762,(495)474-79-24";
лоcино;637;"Изумрудная ул., 52, 63/1;Малыгина ул., 11;1-я Напрудная ул., 9, 11, 34;2-я Напрудная ул., 15.";"2-я Напрудная ул., 17,СОШ № 529,(499)184-29-09";"2-я Напрудная ул., 17,школа № 529,(499)184-29-09";
лоcино;638;"Магаданская ул., 1, 3, 5, 6, 8, 10;1-я Напрудная ул., 3, 5;Осташковский пр., 4, 6, 8.Тайнинская ул., 4";"2-я Напрудная ул., 17,СОШ № 529,(499)184-19-22";"2-я Напрудная ул., 17,школа № 529,(499)184-19-22";
лоcино;639;"Магаданская ул., 12, 13;Осташковская ул., 8, 10, 12, 12а;Тайнинская ул., 3, 5, 6, 7 (к.3, 4), 8, 12.";"2-я Напрудная ул., 17,СОШ № 529,(499)184-19-18";"2-я Напрудная ул., 17,школа № 529,(499)184-19-18";
лоcино;640;"Тайнинская ул., 11, 13,13 (к. 2), 14, 15 (к. 1), 16 (к.1, 2), 17 (к.1, 2), 18, 20.";"Тайнинская ул., 15, к. 3,СОШ № 1955,(499)185-18-62";"Тайнинская ул., 15, к. 3,школа № 1955,(499)185-18-62";
лоcино;641;"Оборонная ул., 2, 4, 6, 8;Тайнинская ул., 22, 24, 26.";"Стартовая ул., 27, к. 3,СОШ № 763,(495) 474-90-60";"Стартовая ул., 27, к. 3,школа № 763,(495)474-90-60";
лоcино;642;"Малыгина ул., 22 (к.1, 2);Стартовая ул.,31, 33, 35, 37, 39.";"Стартовая ул., 27, к. 3,СОШ № 763,(495) 474-92-90";"Стартовая ул., 27, к. 3,школа № 763,(495)474-92-90";
лоcино;643;"Стартовая ул., 21, 23 (к.1, 2), 25, 27 (к.1, 2).";"Таймырская ул., 3, СОШ № 751, (495)474-93-69";"Таймырская ул., 3,школа № 751,(495)474-93-69";
лоcино;644;"Малыгина ул., 8, 9, 10 (к. 2), 12, 14 (к.1, 2), 18 (к.1, 2);Стартовая ул. 17.";"Таймырская ул., 5, Центр психолого-медико-социального сопровождения Родник(495)475-22-21";"Таймырская ул., 5,Центр психолого-медико-социального сопровождения Родник(495)475-22-21";
лоcино;645;"Стартовая ул., 9 (к.1,2), 11,15 (к.1, 2);Таймырская ул., 8 (к.1, 2).";"Таймырская ул., 4, Медицинский колледж №6,(495) 474-67-15";"Таймырская ул., 4, Медицинский колледж №6,(495)474-67-15";
лоcино;646;"Стартовая ул., 1, 5 (к. 2), 7, 7 (к. 1);Челюскинская ул., 14 (к.1,2), 16.";"Таймырская ул., 4, Медицинский колледж №6,(495)474-74-39";"Таймырская ул., 4,Медицинский колледж №6, (495)474-74-39";
лоcино;647;"Анадырский пр, 61, 63, 67, 73;Челюскинская ул., 10 (к.2), 12 (к. 1).";"Анадырский пр, 51, Строительный колледж № 12,(495)474-68-66";"Анадырский пр., 51, в Строительный колледжа № 12,(495)474-68-66";
